name,price
现货 流畅的Python 编程教程书籍 人民邮电出版社,104.20
Python机器学习基础教程 机器学习实战套装2册python基础教程从入门到实践机器学,119.90
正版 Python高级编程 第2版 Python编程语言教程书籍 python 程序设计,80.70
正版 Python和Pygame游戏开发指南 Python 2D游戏开发教程 Python,63.30
正版 Python高手之路 第3版 python3爬虫数据分析 绝技核心编程基础视频教程网,59.10
正版包邮 预测分析:Python语言实现,41.04
正版包邮 Raspberry Pi编程指南 第2版 基于Python的游戏编程与机器人制作,33.48
正版 Python机器学习—预测分析核心算法 Python3爬虫数据分析编程教程书籍 py,71.90
趣学Python——教孩子学编程,38.40
正版 Python游戏编程快速上手 python3.0 绝技核心编程基础视频教程网络爬虫入,63.80
精通Python爬虫框架Scrapy Scrapy入门 数据抓取 软件架构开发设计教程 W,63.20
基于ArcGIS的Python编程秘笈（第2版）arcgis python基础教程书籍 A,62.90
精通Python自然语言处理,38.40
Python数据分析基础教程：NumPy学习指南(第2版),31.90
Python基础教程 第3版 编程语言 计算机网络 程序设计 软件开发 人民邮电出版社,74.25
Python程序设计基础-普通高等教育十一五国家级规,24.70
Abaqus GUI程序开发指南(Python语言),51.30
零起点Python机器学习快速入门/Top Quant CHRD前海智库,48.20
零基础入门学习Python,43.60
Python科学计算基础教程/图灵程序设计丛书,42.60
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
Python基础教程(普通高等教育软件工程十二五规划教材) 编者:刘浪 正版书籍,36.45
Python语言在Abaqus中的应用(含光盘),37.44
Python机器学习算法 赵志勇 电子工业出版社,51.80
Python Cookbook中文版(第3版),91.80
跟老齐学Python：轻松入门 齐伟著 电子工业出版社,41.90
Web接口开发与自动化测试——基于Python语言,46.00
正版现货  Python物理建模初学者指南,45.40
正版现货  从零开始学Python网络爬虫,46.00
正版现货  精通Python自然语言处理,45.40
现货 流畅的Python 编程教程书籍 人民邮电出版社,104.20
Python机器学习基础教程 机器学习实战套装2册python基础教程从入门到实践机器学,119.90
正版 Python高级编程 第2版 Python编程语言教程书籍 python 程序设计,80.70
正版 Python和Pygame游戏开发指南 Python 2D游戏开发教程 Python,63.30
正版 Python高手之路 第3版 python3爬虫数据分析 绝技核心编程基础视频教程网,59.10
正版包邮 预测分析:Python语言实现,41.04
正版包邮 Raspberry Pi编程指南 第2版 基于Python的游戏编程与机器人制作,33.48
正版 Python机器学习—预测分析核心算法 Python3爬虫数据分析编程教程书籍 py,71.90
趣学Python——教孩子学编程,38.40
正版 Python游戏编程快速上手 python3.0 绝技核心编程基础视频教程网络爬虫入,63.80
精通Python爬虫框架Scrapy Scrapy入门 数据抓取 软件架构开发设计教程 W,63.20
基于ArcGIS的Python编程秘笈（第2版）arcgis python基础教程书籍 A,62.90
精通Python自然语言处理,38.40
Python数据分析基础教程：NumPy学习指南(第2版),31.90
Python基础教程 第3版 编程语言 计算机网络 程序设计 软件开发 人民邮电出版社,74.25
Python程序设计基础-普通高等教育十一五国家级规,24.70
Abaqus GUI程序开发指南(Python语言),51.30
零起点Python机器学习快速入门/Top Quant CHRD前海智库,48.20
零基础入门学习Python,43.60
Python科学计算基础教程/图灵程序设计丛书,42.60
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
Python基础教程(普通高等教育软件工程十二五规划教材) 编者:刘浪 正版书籍,36.45
Python语言在Abaqus中的应用(含光盘),37.44
Python机器学习算法 赵志勇 电子工业出版社,51.80
Python Cookbook中文版(第3版),91.80
跟老齐学Python：轻松入门 齐伟著 电子工业出版社,41.90
Web接口开发与自动化测试——基于Python语言,46.00
正版现货  Python物理建模初学者指南,45.40
正版现货  从零开始学Python网络爬虫,46.00
正版现货  精通Python自然语言处理,45.40
现货 流畅的Python 编程教程书籍 人民邮电出版社,104.20
Python机器学习基础教程 机器学习实战套装2册python基础教程从入门到实践机器学,119.90
正版 Python高级编程 第2版 Python编程语言教程书籍 python 程序设计,80.70
正版 Python和Pygame游戏开发指南 Python 2D游戏开发教程 Python,63.30
正版 Python高手之路 第3版 python3爬虫数据分析 绝技核心编程基础视频教程网,59.10
正版包邮 预测分析:Python语言实现,41.04
正版包邮 Raspberry Pi编程指南 第2版 基于Python的游戏编程与机器人制作,33.48
正版 Python机器学习—预测分析核心算法 Python3爬虫数据分析编程教程书籍 py,71.90
趣学Python——教孩子学编程,38.40
正版 Python游戏编程快速上手 python3.0 绝技核心编程基础视频教程网络爬虫入,63.80
精通Python爬虫框架Scrapy Scrapy入门 数据抓取 软件架构开发设计教程 W,63.20
基于ArcGIS的Python编程秘笈（第2版）arcgis python基础教程书籍 A,62.90
精通Python自然语言处理,38.40
Python数据分析基础教程：NumPy学习指南(第2版),31.90
Python基础教程 第3版 编程语言 计算机网络 程序设计 软件开发 人民邮电出版社,74.25
Python程序设计基础-普通高等教育十一五国家级规,24.70
Abaqus GUI程序开发指南(Python语言),51.30
零起点Python机器学习快速入门/Top Quant CHRD前海智库,48.20
零基础入门学习Python,43.60
Python科学计算基础教程/图灵程序设计丛书,42.60
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
Python基础教程(普通高等教育软件工程十二五规划教材) 编者:刘浪 正版书籍,36.45
Python语言在Abaqus中的应用(含光盘),37.44
Python机器学习算法 赵志勇 电子工业出版社,51.80
Python Cookbook中文版(第3版),91.80
跟老齐学Python：轻松入门 齐伟著 电子工业出版社,41.90
Web接口开发与自动化测试——基于Python语言,46.00
正版现货  Python物理建模初学者指南,45.40
正版现货  从零开始学Python网络爬虫,46.00
正版现货  精通Python自然语言处理,45.40
现货 流畅的Python 编程教程书籍 人民邮电出版社,104.20
Python机器学习基础教程 机器学习实战套装2册python基础教程从入门到实践机器学,119.90
正版 Python高级编程 第2版 Python编程语言教程书籍 python 程序设计,80.70
正版 Python和Pygame游戏开发指南 Python 2D游戏开发教程 Python,63.30
正版 Python高手之路 第3版 python3爬虫数据分析 绝技核心编程基础视频教程网,59.10
正版包邮 预测分析:Python语言实现,41.04
Web接口开发与自动化测试——基于Python语言,46.00
Web接口开发与自动化测试——基于Python语言,46.00
正版包邮 Raspberry Pi编程指南 第2版 基于Python的游戏编程与机器人制作,33.48
正版 Python机器学习—预测分析核心算法 Python3爬虫数据分析编程教程书籍 py,71.90
趣学Python——教孩子学编程,38.40
正版 Python游戏编程快速上手 python3.0 绝技核心编程基础视频教程网络爬虫入,63.80
精通Python爬虫框架Scrapy Scrapy入门 数据抓取 软件架构开发设计教程 W,63.20
基于ArcGIS的Python编程秘笈（第2版）arcgis python基础教程书籍 A,62.90
精通Python自然语言处理,38.40
Python数据分析基础教程：NumPy学习指南(第2版),31.90
Python基础教程 第3版 编程语言 计算机网络 程序设计 软件开发 人民邮电出版社,74.25
正版现货  Python物理建模初学者指南,45.40
正版现货  从零开始学Python网络爬虫,46.00
正版现货  精通Python自然语言处理,45.40
现货 流畅的Python 编程教程书籍 人民邮电出版社,104.20
Python机器学习基础教程 机器学习实战套装2册python基础教程从入门到实践机器学,119.90
正版 Python高级编程 第2版 Python编程语言教程书籍 python 程序设计,80.70
正版 Python和Pygame游戏开发指南 Python 2D游戏开发教程 Python,63.30
正版 Python高手之路 第3版 python3爬虫数据分析 绝技核心编程基础视频教程网,59.10
正版包邮 预测分析:Python语言实现,41.04
正版现货  Python物理建模初学者指南,45.40
正版现货  从零开始学Python网络爬虫,46.00
正版现货  精通Python自然语言处理,45.40
现货 流畅的Python 编程教程书籍 人民邮电出版社,104.20
Python机器学习基础教程 机器学习实战套装2册python基础教程从入门到实践机器学,119.90
正版 Python高级编程 第2版 Python编程语言教程书籍 python 程序设计,80.70
正版 Python和Pygame游戏开发指南 Python 2D游戏开发教程 Python,63.30
正版 Python高手之路 第3版 python3爬虫数据分析 绝技核心编程基础视频教程网,59.10
Python程序设计基础-普通高等教育十一五国家级规,24.70
Abaqus GUI程序开发指南(Python语言),51.30
零起点Python机器学习快速入门/Top Quant CHRD前海智库,48.20
零基础入门学习Python,43.60
Python科学计算基础教程/图灵程序设计丛书,42.60
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
Python基础教程(普通高等教育软件工程十二五规划教材) 编者:刘浪 正版书籍,36.45
Python语言在Abaqus中的应用(含光盘),37.44
正版包邮 Raspberry Pi编程指南 第2版 基于Python的游戏编程与机器人制作,33.48
正版 Python机器学习—预测分析核心算法 Python3爬虫数据分析编程教程书籍 py,71.90
趣学Python——教孩子学编程,38.40
正版 Python游戏编程快速上手 python3.0 绝技核心编程基础视频教程网络爬虫入,63.80
精通Python爬虫框架Scrapy Scrapy入门 数据抓取 软件架构开发设计教程 W,63.20
基于ArcGIS的Python编程秘笈（第2版）arcgis python基础教程书籍 A,62.90
精通Python自然语言处理,38.40
Python数据分析基础教程：NumPy学习指南(第2版),31.90
正版包邮 预测分析:Python语言实现,41.04
正版包邮 Raspberry Pi编程指南 第2版 基于Python的游戏编程与机器人制作,33.48
正版 Python机器学习—预测分析核心算法 Python3爬虫数据分析编程教程书籍 py,71.90
趣学Python——教孩子学编程,38.40
正版 Python游戏编程快速上手 python3.0 绝技核心编程基础视频教程网络爬虫入,63.80
精通Python爬虫框架Scrapy Scrapy入门 数据抓取 软件架构开发设计教程 W,63.20
基于ArcGIS的Python编程秘笈（第2版）arcgis python基础教程书籍 A,62.90
精通Python自然语言处理,38.40
Python数据分析基础教程：NumPy学习指南(第2版),31.90
Python机器学习算法 赵志勇 电子工业出版社,51.80
Python Cookbook中文版(第3版),91.80
跟老齐学Python：轻松入门 齐伟著 电子工业出版社,41.90
Python基础教程 第3版 编程语言 计算机网络 程序设计 软件开发 人民邮电出版社,74.25
Python程序设计基础-普通高等教育十一五国家级规,24.70
Abaqus GUI程序开发指南(Python语言),51.30
零起点Python机器学习快速入门/Top Quant CHRD前海智库,48.20
零基础入门学习Python,43.60
Python科学计算基础教程/图灵程序设计丛书,42.60
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
Python基础教程(普通高等教育软件工程十二五规划教材) 编者:刘浪 正版书籍,36.45
Python基础教程 第3版 编程语言 计算机网络 程序设计 软件开发 人民邮电出版社,74.25
Python程序设计基础-普通高等教育十一五国家级规,24.70
Abaqus GUI程序开发指南(Python语言),51.30
零起点Python机器学习快速入门/Top Quant CHRD前海智库,48.20
零基础入门学习Python,43.60
Python科学计算基础教程/图灵程序设计丛书,42.60
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
Python基础教程(普通高等教育软件工程十二五规划教材) 编者:刘浪 正版书籍,36.45
Python语言在Abaqus中的应用(含光盘),37.44
Python语言在Abaqus中的应用(含光盘),37.44
Python机器学习算法 赵志勇 电子工业出版社,51.80
Python Cookbook中文版(第3版),91.80
跟老齐学Python：轻松入门 齐伟著 电子工业出版社,41.90
Python机器学习算法 赵志勇 电子工业出版社,51.80
Python Cookbook中文版(第3版),91.80
跟老齐学Python：轻松入门 齐伟著 电子工业出版社,41.90
Web接口开发与自动化测试——基于Python语言,46.00
正版现货  Python物理建模初学者指南,45.40
正版现货  从零开始学Python网络爬虫,46.00
正版现货  精通Python自然语言处理,45.40
现货 流畅的Python 编程教程书籍 人民邮电出版社,104.20
Python机器学习基础教程 机器学习实战套装2册python基础教程从入门到实践机器学,119.90
Web接口开发与自动化测试——基于Python语言,46.00
正版 Python高级编程 第2版 Python编程语言教程书籍 python 程序设计,80.70
正版 Python和Pygame游戏开发指南 Python 2D游戏开发教程 Python,63.30
正版 Python高手之路 第3版 python3爬虫数据分析 绝技核心编程基础视频教程网,59.10
正版包邮 预测分析:Python语言实现,41.04
正版包邮 Raspberry Pi编程指南 第2版 基于Python的游戏编程与机器人制作,33.48
正版 Python机器学习—预测分析核心算法 Python3爬虫数据分析编程教程书籍 py,71.90
趣学Python——教孩子学编程,38.40
正版 Python游戏编程快速上手 python3.0 绝技核心编程基础视频教程网络爬虫入,63.80
正版现货  Python物理建模初学者指南,45.40
正版现货  从零开始学Python网络爬虫,46.00
正版现货  精通Python自然语言处理,45.40
现货 流畅的Python 编程教程书籍 人民邮电出版社,104.20
Python机器学习基础教程 机器学习实战套装2册python基础教程从入门到实践机器学,119.90
正版 Python高级编程 第2版 Python编程语言教程书籍 python 程序设计,80.70
正版 Python和Pygame游戏开发指南 Python 2D游戏开发教程 Python,63.30
正版 Python高手之路 第3版 python3爬虫数据分析 绝技核心编程基础视频教程网,59.10
精通Python爬虫框架Scrapy Scrapy入门 数据抓取 软件架构开发设计教程 W,63.20
基于ArcGIS的Python编程秘笈（第2版）arcgis python基础教程书籍 A,62.90
精通Python自然语言处理,38.40
Python数据分析基础教程：NumPy学习指南(第2版),31.90
Python基础教程 第3版 编程语言 计算机网络 程序设计 软件开发 人民邮电出版社,74.25
Python程序设计基础-普通高等教育十一五国家级规,24.70
Abaqus GUI程序开发指南(Python语言),51.30
正版包邮 预测分析:Python语言实现,41.04
正版包邮 Raspberry Pi编程指南 第2版 基于Python的游戏编程与机器人制作,33.48
正版 Python机器学习—预测分析核心算法 Python3爬虫数据分析编程教程书籍 py,71.90
趣学Python——教孩子学编程,38.40
正版 Python游戏编程快速上手 python3.0 绝技核心编程基础视频教程网络爬虫入,63.80
精通Python爬虫框架Scrapy Scrapy入门 数据抓取 软件架构开发设计教程 W,63.20
基于ArcGIS的Python编程秘笈（第2版）arcgis python基础教程书籍 A,62.90
精通Python自然语言处理,38.40
零起点Python机器学习快速入门/Top Quant CHRD前海智库,48.20
零基础入门学习Python,43.60
Python科学计算基础教程/图灵程序设计丛书,42.60
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
Python基础教程(普通高等教育软件工程十二五规划教材) 编者:刘浪 正版书籍,36.45
Python语言在Abaqus中的应用(含光盘),37.44
Python机器学习算法 赵志勇 电子工业出版社,51.80
Python Cookbook中文版(第3版),91.80
Python数据分析基础教程：NumPy学习指南(第2版),31.90
Python基础教程 第3版 编程语言 计算机网络 程序设计 软件开发 人民邮电出版社,74.25
Python程序设计基础-普通高等教育十一五国家级规,24.70
Abaqus GUI程序开发指南(Python语言),51.30
零起点Python机器学习快速入门/Top Quant CHRD前海智库,48.20
零基础入门学习Python,43.60
Python科学计算基础教程/图灵程序设计丛书,42.60
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
跟老齐学Python：轻松入门 齐伟著 电子工业出版社,41.90
Python基础教程(普通高等教育软件工程十二五规划教材) 编者:刘浪 正版书籍,36.45
Python语言在Abaqus中的应用(含光盘),37.44
Python机器学习算法 赵志勇 电子工业出版社,51.80
Python Cookbook中文版(第3版),91.80
跟老齐学Python：轻松入门 齐伟著 电子工业出版社,41.90
Web接口开发与自动化测试——基于Python语言,46.00
正版现货  Python物理建模初学者指南,45.40
正版现货  从零开始学Python网络爬虫,46.00
正版现货  精通Python自然语言处理,45.40
现货 流畅的Python 编程教程书籍 人民邮电出版社,104.20
Python机器学习基础教程 机器学习实战套装2册python基础教程从入门到实践机器学,119.90
正版 Python高级编程 第2版 Python编程语言教程书籍 python 程序设计,80.70
正版 Python和Pygame游戏开发指南 Python 2D游戏开发教程 Python,63.30
正版 Python高手之路 第3版 python3爬虫数据分析 绝技核心编程基础视频教程网,59.10
正版包邮 预测分析:Python语言实现,41.04
正版包邮 Raspberry Pi编程指南 第2版 基于Python的游戏编程与机器人制作,33.48
正版 Python机器学习—预测分析核心算法 Python3爬虫数据分析编程教程书籍 py,71.90
趣学Python——教孩子学编程,38.40
正版 Python游戏编程快速上手 python3.0 绝技核心编程基础视频教程网络爬虫入,63.80
精通Python爬虫框架Scrapy Scrapy入门 数据抓取 软件架构开发设计教程 W,63.20
基于ArcGIS的Python编程秘笈（第2版）arcgis python基础教程书籍 A,62.90
精通Python自然语言处理,38.40
Python数据分析基础教程：NumPy学习指南(第2版),31.90
Python基础教程 第3版 编程语言 计算机网络 程序设计 软件开发 人民邮电出版社,74.25
Python程序设计基础-普通高等教育十一五国家级规,24.70
Abaqus GUI程序开发指南(Python语言),51.30
零起点Python机器学习快速入门/Top Quant CHRD前海智库,48.20
零基础入门学习Python,43.60
Python科学计算基础教程/图灵程序设计丛书,42.60
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
Python基础教程(普通高等教育软件工程十二五规划教材) 编者:刘浪 正版书籍,36.45
Python语言在Abaqus中的应用(含光盘),37.44
Python机器学习算法 赵志勇 电子工业出版社,51.80
Python Cookbook中文版(第3版),91.80
跟老齐学Python：轻松入门 齐伟著 电子工业出版社,41.90
Python与数据挖掘/大数据技术丛书,42.60
面向ArcGIS的Python脚本编程,44.10
数据科学导论(Python语言实现)/数据科学与工程技术丛书,42.60
爱上Python(一日精通Python编程),33.90
Python基础教程,61.00
Python自然语言处理,75.65
零基础入门学习Python,39.20
21天学通Python 刘凌霞著 电子工业出版社,42.50
Python数据抓取技术与实战 潘庆和著 电子工业出版社,35.30
Python机器学习 (美)塞巴斯蒂安·拉施卡(Sebastian Raschka 978,56.80
Python数据可视化 (印)科斯·拉曼(Kirthi Raman) 9787111560,49.80
Python机器学习-预测分析核心算法,58.70
预测分析：Python语言实现 (美)约瑟夫·巴布科克 9787111573890 机械工,42.80
PySpark实战指南：利用Python和Spark构建数据密集型应用并规模化部署 [美],35.80
Python语言及其应用,59.25
Maya Python 游戏与影视编程指南,59.25
Python高手之路 第3版,41.25
Python数据挖掘入门与实践,45.00
Python机器学习实践指南 机器学习人工智能深度学习领域实战知识参考书 人民邮电正版授权,57.20
Python机器学习 预测分析核心算法 Python语言编程教程书籍,57.20
Python语言及其应用,61.00
Python游戏编程入门,37.00
Python核心编程(第3版),81.20
零基础学Python(附光盘),64.80
Python机器学习/数据科学与工程技术丛书,60.00
Python编程实战(运用设计模式并发和程序库创建高质量程序)/华章程序员书库,57.20
Abaqus GUI程序开发指南(Python语言),48.40
Python数据科学实践指南/大数据技术丛书,45.43
Python黑帽子(黑客与渗透测试编程之道),45.10
贝叶斯思维--统计建模的Python学习法,40.20
Python语言在Abaqus中的应用(含光盘),38.40
Python金融大数据分析 python基础教程 金融处理与分析书籍 官方正品包邮,81.18
Python参考手册 第4版 修订版,68.00
基于ArcGIS的Python编程秘笈（第2版）,52.00
Python数据分析实战,45.00
Python程序设计 第3版 Python之父作序 编程入门教程 计算机网络程序设计,53.00
Python学习手册(第4版),101.10
Python参考手册(第4版修订版),73.00
Python数据科学指南,64.80
数据科学实战手册(R+Python),48.40
贝叶斯思维:统计建模的Python学习法 计算机与互联网 书籍,36.30
Python物理建模初学者指南,43.10
爱上Python 一日精通Python编程,28.00
Python编程导论（第2版）,54.30
机工 Python自动化运维：技术与实践 刘天斯 9787111483069 首部从纵、深,68.30
Python数据抓取技术与实战,35.80
Python硬件编程实战,40.20
包邮 Python性能分析与优化+Python算法教程  2本,85.00
Python物理建模初学者指南,46.02
Python绝技：运用Python成为黑客,43.50
Python快速编程入门,33.80
Python全栈开发实践入门 谢瑛俊著,43.50
Python数据抓取技术与实战 潘庆和著,30.90
毫无障碍学Python(附光盘),35.96
Python漫游指南(影印版)(英文版),59.84
Python数据可视化/数据分析与决策技术丛书,51.06
Python数据分析基础/图灵程序设计丛书,53.82
Python语言构建机器学习系统(第2版影印版)(英文版),48.28
Selenium自动化测试--基于Python语言,35.28
Python数据可视化,49.68
Python大战机器学习：数据科个小目标 计算机与互联网 书籍,49.70
数据结构 Python语言描述 计算机与互联网 书籍,58.00
精通Python爬虫框架Scrapy,46.02
从零开始学Python网络爬虫,46.02
Python网络爬虫实战,48.10
从Python开始学编程,40.20
区域包邮 Python算法教程+机器学习实战 2本,103.00
Python数据分析 第2版(影印版),73.30
精通Python自然语言处理,43.07
Python爬虫开发与项目实战,60.83
Python硬件编程实战,31.90
流畅的Python/图灵程序设计丛书,107.03
Python网络爬虫从入门到实践,38.22
Python极客项目编程,50.37
Python+Spark 2.0+Hadoop机器学习与大数据实战,79.20
Python程序设计 第3版,58.65
Python机器学习算法,58.65
跟老齐学Python：轻松入门,50.15
毫无障碍学Python,38.28
Python编程,39.80
Python程序设计教程,33.83
Python机器学习算法,53.80
正版现货  Python程序设计案例课堂,53.80
正版现货  Python机器学习 预测分析核心算法,53.10
Python数据科学导论,46.00
正版现货  面向ArcGIS的Python脚本编程,37.70
Python设计模式 第2版,30.00
利用Python开源工具分析恶意代码 python黑客攻防入门书籍 Python开源工具实,98.30
正版 Python项目开发实战 第2版 计算机编程书籍 Web前端开发教程书籍 Pytho,80.70
正版包邮 零起点Python足彩大数据与机器学习实盘分析,68.04
正版现货  Python全栈开发实践入门,53.80
正版现货  跟老齐学Python：Django实战,53.80
Python程序设计开发宝典,53.80
正版现货  Python 3程序开发指南(第2版 修订版),53.10
Python机器学习,67.20
正版现货 Python核心编程（第3版）英文版 python程序开发教程书籍 python,99.80
Python编程从入门到实践 python3.5基础教程 核心编程语言书籍 计算机程序设计,94.20
正版 Python机器学习 学习实战 python基础教程指南 数据结构与算法分析 人工神,84.80
Python编程入门-(第3版),33.20
正版 Python数据分析 编程教程 python3爬虫数据分析 应用程序设计教程 pyt,63.80
数据结构 Python语言描述 Python语言版 国外高等院校信息科学与技术教材 计算机,71.30
PySpark实战指南 利用Python和Spark构建数据密集型应用并规模化部署 pys,53.70
Python 3.5从零开始学 Python基础教程 Python 入门书 网络编程 数据,52.10
正版现货 Python编程入门(第3版) python3爬虫数据分析核心编程教程书籍 py,48.30
正版包邮 Python数据科学导论,41.04
正版包邮 数据科学实战手册 R+Python,41.04
Python自然语言处理 python编程语言程序设计书籍 计算机科学 python语言处,79.30
从零开始学Python网络爬虫,38.40
正版 Selenium自动化测试 基于Python语言 web接口应用程序自动化测试工具书,54.30
Python基础教程 第3版 图灵程序设计丛书 编程新手入门 软件工具 python基础,78.10
趣学Python编程,40.50
Python性能分析与优化/图灵程序设计丛书,39.10
Python核心编程(第3版),84.15
Python程序设计案例课堂,59.34
Python网络数据采集,46.02
6399154|Python数据分析实战 数据分析与决策 Python语言 数据分析技术,75.20
趣学Python 教孩子学编程 儿童编程入门教程书籍 笨办法学 python核心编程 零基,63.80
Python黑客攻防入门 Python黑客攻防技术教程书籍 Web黑客攻击程序应用 计算机,63.60
Python高级编程,34.90
64654|正版Python机器学习实践:测试驱动的开发方法 Python程序设计书 软件,56.20
从Python开始学编程,31.90
Python极客项目编程,53.90
Python编程(第四版) Mark Lutz 9787512355309 中国电力出版社,144.50
数据结构 Python语言描述 [美] Kenneth A. Lambert 兰伯特 人民,59.40
Python爬虫开发与项目实战 范传辉 9787111563877 机械工业出版社,56.80
Python金融大数据分析,74.25
Python机器学习实践指南,51.75
Python数据挖掘入门与实践,44.25
像计算机科学家一样思考Python（第2版）,36.75
新书现货 Python核心编程 第3版 中级Python开发 经典Python基础教程,82.17
Python编程快速上手 让繁琐工作自动化 美亚Python编程入门图书 人民邮电正版,56.58
Maya Python 游戏与影视编程指南,60.00
Python语言程序设计,35.10
Python贝叶斯分析 [阿根廷] Osvaldo Martin(奥斯瓦尔多·马丁 人民邮,49.00
零起点Python机器学习快速入门 何海群 电子工业出版社,44.00
Python核心编程(第3版),84.20
Python参考手册(第4版.修订版),75.70
Python性能分析与优化,34.00
Python基础教程 经典Python入门教程 刘浪 人民邮电出版社,35.00
精通Python设计模式,34.00
Python基础教程,34.00
Python和HDF 5大数据应用,30.00
基于ArcGIS的Python编程秘笈（第2版）,52.00
Python高手之路 第3版,41.00
Python*技(运用Python成为**黑客)/安全技术大系,64.80
Python语言及其应用/图灵程序设计丛书,64.80
Python数据可视化/数据分析与决策技术丛书,53.13
Python密码学编程,56.60
零基础入门学习Python,41.10
面向ArcGIS的Python脚本编程,41.60
树莓派Python编程入门与实战,60.00
Python程序设计入门到实战,56.30
Python高手之路(第3版),47.80
EffectivePython(编写高质量Python代码的59个有效方法)/EFFECT,47.79
AbaqusGUI程序开发指南(Python语言) 编者:贾利勇//富琛阳子//贺高//周,47.79
Python开发向导/云计算工程师系列 编者:肖睿//盛鸿宇 正版书籍,38.40
Keras快速上手：基于Python的深度学习实战 谢梁 电子工业出版社,56.10
机器人Python极客编程入门与实战 Python极客团队 电子工业出版社,44.00
21天学通Python,44.00
Web接口开发与自动化测试——基于Python语言 虫师著 电子工业出版社,41.90
Python Linux系统管理与自动化运维 赖明星 9787111578659 机械工业,63.80
Python贝叶斯分析,58.70
Python网络数据采集,47.20
Selenium 2自动化测试实战-基于Python语言,47.20
Python金融实战,59.25
Python算法教程,51.75
Python机器学习 预测分析核心算法,51.75
Python游戏编程入门,36.75
Selenium 2自动化测试实战-基于Python语言,46.02
Python Qt GUI快速编程——PyQt编程指南 (英)Mark Summerfie,56.10
Python并行编程参考手册(影印版) (意)吉安卡洛·扎克尼 东南大学出版社,46.00
精通Python设计模式 [荷]萨基斯·卡萨姆帕里斯(Sakis Kasampali 人民,33.30
机器学习系统设计：Python语言实现 [美] 戴维·朱利安(David Julian),42.80
Python核心编程（第二版）,66.75
零基础入门学习Python,43.60
Python和HDF 5大数据应用,29.25
Flask Web开发 基于Python的Web应用开发实战,46.00
Python性能分析与优化,33.75
Python贝叶斯分析 计算机与互联网 编程语言与程序设计 应用教学 人民邮电出版社,55.20
趣学Python——教孩子学编程 无需任何计算机知识 轻松有趣地掌 官方正品,45.43
Python编程基础,34.00
Python密码学编程,53.00
Python编程快速上手,51.90
Python**编程(第2版),70.31
Python极客项目编程,50.89
像计算机科学家一样思考Python(第2版),40.20
Python核心编程(第3版英文版),81.20
Python面向对象编程指南,64.80
Python计算与编程实践(多媒体方法原书第2版)/计算机科学丛书,58.60
Python高性能编程,60.83
Python机器学习实践指南,53.13
Python游戏编程快速上手(第4版),52.44
教孩子学编程(Python语言版全彩印刷),48.40
零起点Python机器学习快速入门/TopQuantCHRD前海智库,45.43
精通Python设计模式/图灵程序设计丛书,36.90
Python新手使用Django架站的16堂课  Python入门教程书籍 Djang,84.30
正版现货 Python程序设计应用教程微课版 计算机基础教育十三五规划教材 计算机程序书籍,57.40
Python数据科学导论/数据科学与工程技术丛书,46.02
Python语言程序设计,39.00
基于Python的Google App Engine编程 计算机与互联网 书籍,62.50
贝叶斯思维 统计建模的Python学习法,35.80
Python程序设计教程,40.10
Python Linux系统管理与自动化运维,60.50
量化投资：以Python为工具 计算机与互联网 书籍,77.20
Effective Python：编写高质量Python代码的59个有效方法 英文版,47.50
零基础入门学习Python Python3入门教程 Python开发教程 Python3,45.70
预测分析(Python语言实现)/数据科学与工程技术丛书,46.02
包邮 Python可以这样学+零基础入门学习Python 2本,90.00
Python机器学习经典实例 人工智能 机器人 无人驾驶,41.30
机器学习系统设计：Python语言实现,44.30
Keras快速上手：基于Python的深度学习实战 9787121318726,45.80
正版  Python程序设计教程 范建农 9787121320910,23.90
零起点Python机器学习快速入门 计算机与互联网 书籍,42.50
Python数据抓取技术与实战,33.30
Effective Python:编写高质量Python代码的59个有效方法,40.10
Python数据分析与应用 大数据分析 人民邮电出版社,34.90
Python 3.5从零开始学  Python基础教程 Python 入门书 网络编程,53.70
包邮  Python金融实战 程序设计 编程 python编程,60.50
包邮 从Python开始学编程 +Python Web开发实战 2本,117.00
Python可以这样学,56.30
算法设计与分析(Python),33.20
Python数据分析实战/数据分析与决策技术丛书,61.62
从问题到程序(用Python学编程和计算面向CS2013计算机专业规划教材),45.43
Python新手使用Django架站的16堂课,66.75
Python生物信息学数据管理,45.54
Python高级编程-(第2版),75.70
